Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-08-28,Witness for the Prosecution,1957,https://boxd.it/aSOGfX,4.5,,,2025-08-27
2025-09-21,Rango,2011,https://boxd.it/b8l4y9,4.5,,,2025-09-21
2025-09-23,The Adventures of Ichabod and Mr. Toad,1949,https://boxd.it/b9iFbJ,3,,,2025-09-22
2025-09-26,Eyes Wide Shut,1999,https://boxd.it/baXSCJ,4.5,,,2025-09-25
2025-10-06,Juror #2,2024,https://boxd.it/bhogDn,2,,,2025-10-06
2025-10-07,Mystic River,2003,https://boxd.it/bi194t,3.5,,,2025-10-06
2025-10-08,Dogtooth,2009,https://boxd.it/biCwTD,2.5,,,2025-10-08
2025-10-10,Twelve Monkeys,1995,https://boxd.it/bjIKov,3.5,,,2025-10-09
2025-10-11,The SpongeBob SquarePants Movie,2004,https://boxd.it/bkkMcn,4,,,2025-10-11
2025-10-12,The Hand of God,2021,https://boxd.it/bl1muh,2.5,,,2025-10-12
2025-10-22,Thelma & Louise,1991,https://boxd.it/brLnj1,3.5,,,2025-10-21
2025-10-28,Prisoners,2013,https://boxd.it/bvZmot,4,,,2025-10-27
2025-10-29,The Secret of NIMH,1982,https://boxd.it/bwIfDV,4.5,,,2025-10-28
2025-10-31,We All Loved Each Other So Much,1974,https://boxd.it/bxS40R,4.5,,,2025-10-30
2025-11-02,It Follows,2014,https://boxd.it/bzq53f,2.5,,,2025-11-01
2025-11-04,Ex Machina,2015,https://boxd.it/bAZ4Oj,2.5,,,2025-11-03
2025-11-08,Weapons,2025,https://boxd.it/bDiFRv,3.5,,,2025-11-07
2025-11-09,Ratatouille,2007,https://boxd.it/bEbuif,5,,,2025-11-08
2025-11-10,Frankenstein,2025,https://boxd.it/bEHRm9,3.5,,,2025-11-09
2025-11-13,Roma,1972,https://boxd.it/bH5e55,2.5,,,2025-11-12
2025-11-13,Up,2009,https://boxd.it/bH8xzT,4,,,2025-11-12
2025-11-15,Finding Nemo,2003,https://boxd.it/bIm8xP,5,,,2025-11-14
2025-11-22,Finding Dory,2016,https://boxd.it/bNfCzd,3.5,,,2025-11-22
2025-11-27,Luca,2021,https://boxd.it/bQwDxt,3.5,,,2025-11-26
2025-12-12,Klaus,2019,https://boxd.it/c0XhEL,3.5,,,2025-12-12
2025-12-19,Wake Up Dead Man,2025,https://boxd.it/c6OeFd,2.5,,,2025-12-18
2025-12-24,Troll,2022,https://boxd.it/ccHLWh,1.5,,,2025-12-24
2025-12-25,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/cdrHg9,5,,,2025-12-24
2025-12-26,Deadpool & Wolverine,2024,https://boxd.it/cf24Gl,2,,,2025-12-26
2025-12-28,Zootopia 2,2025,https://boxd.it/cgJvGd,4,,,2025-12-27
2025-12-30,A Quiet Place,2018,https://boxd.it/cjrint,3,,,2025-12-29
2026-01-03,A Christmas Carol,2009,https://boxd.it/co53hV,4,,,2026-01-02
2026-01-04,Poor Things,2023,https://boxd.it/cqbpMh,4,,,2026-01-03
2026-01-05,Stranger Things 5: The Finale,2025,https://boxd.it/crkVOr,3,,,2026-01-04
2026-01-10,127 Hours,2010,https://boxd.it/cxqvjt,2.5,,,2026-01-09
2026-01-10,One Battle After Another,2025,https://boxd.it/cxYTWd,4,,,2026-01-09
2026-01-12,Avatar: Fire and Ash,2025,https://boxd.it/cAk39P,3,,,2026-01-11
2026-01-12,Redline,2009,https://boxd.it/cAK2e7,4,,,2026-01-11
2026-01-15,Memories,1995,https://boxd.it/cDR6hl,4,,,2026-01-14
2026-01-19,Sympathy for Mr. Vengeance,2002,https://boxd.it/cI6cIX,4,,,2026-01-18
2026-01-20,Rushmore,1998,https://boxd.it/cJfwbB,3,,,2026-01-19
2026-01-22,Big Deal on Madonna Street,1958,https://boxd.it/cL4niJ,4,,,2026-01-21
2026-01-24,Marty Supreme,2025,https://boxd.it/cN0Lkp,4.5,,,2026-01-23
2026-01-25,Boogie Nights,1997,https://boxd.it/cO4H8h,3.5,,,2026-01-24
2026-01-27,American Beauty,1999,https://boxd.it/cQIQQb,2.5,,,2026-01-26
2026-01-28,No Other Choice,2025,https://boxd.it/cRPsON,4,,,2026-01-28
2026-01-31,Allegro non troppo,1976,https://boxd.it/cTZNNT,3.5,,,2026-01-30
2026-01-31,Fiasco in Milan,1959,https://boxd.it/cUlpmN,3,,,2026-01-30
2026-02-01,Alice in Wonderland,1951,https://boxd.it/cW6Ev9,4,,,2026-02-01
2026-02-06,Ponyo,2008,https://boxd.it/d0iJiJ,3,,,2026-02-05
2026-02-07,Agata Christian: Murder on the Snow,2026,https://boxd.it/d1hdch,2,,,2026-02-06
2026-02-08,The Place,2017,https://boxd.it/d2fTZl,3,,,2026-02-07
2026-02-09,The Others,2001,https://boxd.it/d3r7PZ,4.5,,,2026-02-08
2026-02-12,Collateral,2004,https://boxd.it/d5HFBd,3.5,,,2026-02-11
2026-02-13,Wuthering Heights,2026,https://boxd.it/d6wbbB,2,,,2026-02-13
2026-02-14,Gangs of New York,2002,https://boxd.it/d70lGJ,4.5,,,2026-02-13
2026-02-14,The Big Fake,2025,https://boxd.it/d7ibsD,4,,,2026-02-14
2026-02-18,La Grazia,2025,https://boxd.it/dbwYnh,4,,,2026-02-17
2026-02-19,The Wind Rises,2013,https://boxd.it/dclIZr,3.5,,,2026-02-18
2026-02-20,Dead Man's Wire,2025,https://boxd.it/ddeAIx,3.5,,,2026-02-19
2026-02-21,The Wolf of Wall Street,2013,https://boxd.it/ddYvlb,5,,,2026-02-20
2026-02-22,Bugonia,2025,https://boxd.it/df2KYf,4,,,2026-02-21
2026-02-24,Boris: The Film,2011,https://boxd.it/dhiHQ3,3,,,2026-02-23
2026-02-27,Il Baracchino,2025,https://boxd.it/djt34D,3.5,,,2026-02-26
2026-02-27,District 9,2009,https://boxd.it/dk1D7B,4,,,2026-02-27
2026-02-28,Angel Heart,1987,https://boxd.it/dknrPb,3,,,2026-02-27
2026-03-04,Dracula,2025,https://boxd.it/dnI4Tj,2.5,,,2026-03-03
2026-03-05,This Is the End,2013,https://boxd.it/doBitf,3,,,2026-03-04
2026-03-07,Big Fish,2003,https://boxd.it/dq6aQh,3.5,,,2026-03-07
2026-03-13,Punch-Drunk Love,2002,https://boxd.it/duNGGP,4,,,2026-03-12
2026-03-14,Scream 7,2026,https://boxd.it/dvASkJ,0.5,,,2026-03-13
2026-03-15,Puss in Boots: The Last Wish,2022,https://boxd.it/dwlKSd,5,,,2026-03-14
2026-03-17,Barry Lyndon,1975,https://boxd.it/dyiCgd,4,,,2026-03-16
2026-03-20,Crash,2004,https://boxd.it/dAneQJ,2.5,,,2026-03-19
2026-03-23,Project Hail Mary,2026,https://boxd.it/dDKXxb,4.5,,,2026-03-22
2026-03-27,Jujutsu Kaisen 0,2021,https://boxd.it/dGJyKp,3,,,2026-03-26
2026-03-28,Peaky Blinders: The Immortal Man,2026,https://boxd.it/dHPeTH,3,,,2026-03-27
2026-03-29,The Wave,2008,https://boxd.it/dJlWxD,3,,,2026-03-29
2026-04-02,The Black Cauldron,1985,https://boxd.it/dMBBiL,3,,,2026-04-01
2026-04-03,Prometheus,2012,https://boxd.it/dNunmz,3.5,,,2026-04-02
2026-04-04,The Drama,2026,https://boxd.it/dOzdSJ,3,,,2026-04-03
2026-04-05,High and Low,1963,https://boxd.it/dPAYzF,4,,,2026-04-04
2026-04-06,Psycho,1960,https://boxd.it/dQWgn9,4,,,2026-04-05
2026-04-13,Madagascar,2005,https://boxd.it/dXA4Qn,4,,,2026-04-13
2026-04-14,Companion,2025,https://boxd.it/dYm8jN,3,,,2026-04-14
2026-04-17,The Thing,1982,https://boxd.it/e09MXP,5,,,2026-04-16
2026-04-18,The Super Mario Galaxy Movie,2026,https://boxd.it/e0VP3B,2.5,,,2026-04-17
2026-04-19,The Pale Blue Eye,2022,https://boxd.it/e1pTxv,2.5,,,2026-04-18
2026-04-20,GOAT,2026,https://boxd.it/e2KUFh,3.5,,,2026-04-19
2026-04-21,Megamind,2010,https://boxd.it/e3B7zP,3,,,2026-04-20
2026-04-22,Before Sunrise,1995,https://boxd.it/e4jAuH,3.5,,,2026-04-21
2026-05-01,Alien: Covenant,2017,https://boxd.it/eb87dN,3,,,2026-04-30
2026-05-02,The Fly,1986,https://boxd.it/ebF6nN,3.5,,,2026-05-01
2026-05-02,Michael,2026,https://boxd.it/ec2HR7,3,,,2026-05-01
2026-05-04,Buen Camino,2025,https://boxd.it/edYk8N,2,,,2026-05-03
2026-05-07,Apollo 13,1995,https://boxd.it/eg25jH,3.5,,,2026-05-06
2026-05-08,Hannah and Her Sisters,1986,https://boxd.it/egXoED,3.5,,,2026-05-07
2026-05-10,Send Help,2026,https://boxd.it/eirIax,3.5,,,2026-05-09
2026-05-11,Resurrection,2025,https://boxd.it/ejY19V,3,,,2026-05-11
2026-05-13,Millennium Actress,2001,https://boxd.it/ekYPNl,5,,,2026-05-12
2026-05-17,2001: A Space Odyssey,1968,https://boxd.it/eocg2z,5,,,2026-05-16
2026-05-18,Nope,2022,https://boxd.it/epaDrH,3.5,,,2026-05-17
2026-05-18,Cloverfield,2008,https://boxd.it/epaGw1,2.5,,,2026-05-17
2026-05-21,Obsession,2025,https://boxd.it/erz8hJ,4.5,,,2026-05-20
2026-05-29,Following,1998,https://boxd.it/ey5QnT,3,,,2026-05-28
2026-05-30,Star Wars: The Mandalorian and Grogu,2026,https://boxd.it/eyYjXT,3,,,2026-05-29
2026-05-31,Match Point,2005,https://boxd.it/eAnS9X,4,,,2026-05-31
2026-06-01,Ran,1985,https://boxd.it/eB0Vop,4,,,2026-05-31
2026-06-05,Princess Mononoke,1997,https://boxd.it/eEj4Dh,4.5,,,2026-06-04
2026-06-07,The Hobbit: An Unexpected Journey,2012,https://boxd.it/eGbNgT,4.5,,,2026-06-06
2026-06-13,"Bianco, rosso e Verdone",1981,https://boxd.it/eLrfOT,2.5,,,2026-06-12
2026-06-15,Rocky,1976,https://boxd.it/eNl8Ph,4,,,2026-06-14
2026-06-16,Manhattan,1979,https://boxd.it/eO92rX,4.5,,,2026-06-15
2026-06-19,Disclosure Day,2026,https://boxd.it/eQPY3B,3.5,,,2026-06-19
2026-06-22,Decision to Leave,2022,https://boxd.it/eTbRVX,4.5,,,2026-06-21
2026-06-23,Toy Story 5,2026,https://boxd.it/eUAldj,3.5,,,2026-06-23
